Y8;7526;TNA;SZX;20220512211500;20220513001500;A;4;A;
CZ;5458;WUH;SZX;20220512191000;20220512211000;5;1;2;
CZ;8718;WUH;SZX;20220512201000;20220512215500;9;6;9;
CZ;3912;WUH;SZX;20220512222500;20220513002500;7;A;A;
G5;9038;WUH;SZX;20220512180500;20220512200000;A;A;A;
MF;4624;WUH;SZX;20220512201000;20220512215500;A;A;A;
MF;1833;WUH;SZX;20220512191000;20220512211000;A;6;4;
MF;1712;WUH;SZX;20220512222500;20220513002500;A;A;8;
CA;3416;WUH;SZX;20220512180500;20220512200000;A;9;2;
CA;8233;WUH;SZX;20220512150000;20220512165000;A;A;A;
KY;9660;WUH;SZX;20220512180500;20220512200000;9;A;A;
ZH;9120;WUH;SZX;20220512180500;20220512200000;0;A;2;
ZH;4635;WUH;SZX;20220512150000;20220512165000;A;A;A;
9C;7040;WUH;SZX;20220512200500;20220512220500;5;3;3;
KY;9214;SIA;SZX;20220512201000;20220512231000;A;A;A;
KY;9212;SIA;SZX;20220512160000;20220512190000;5;7;6;
KY;9216;SIA;SZX;20220512230500;20220513015500;A;A;7;
CA;3512;SIA;SZX;20220512160000;20220512190000;A;A;A;
CA;3470;SIA;SZX;20220512230500;20220513015500;A;5;3;
CA;3460;SIA;SZX;20220512201000;20220512231000;A;5;3;
ZH;9214;SIA;SZX;20220512201000;20220512231000;9;A;A;
ZH;9212;SIA;SZX;20220512160000;20220512190000;A;9;7;
ZH;9216;SIA;SZX;20220512230500;20220513015500;A;9;0;
CZ;3214;SIA;SZX;20220512170500;20220512201000;0;A;3;
CZ;3794;SIA;SZX;20220512180500;20220512205500;A;3;A;
CZ;3226;SIA;SZX;20220512213500;20220513002500;3;9;7;
HU;7869;SIA;SZX;20220512151500;20220512181000;A;4;9;
G5;9030;SIA;SZX;20220512160000;20220512190000;A;2;A;
G5;9034;SIA;SZX;20220512230500;20220513015500;7;3;8;
G5;9032;SIA;SZX;20220512201000;20220512231000;4;A;6;
MF;1116;SIA;SZX;20220512170500;20220512201000;A;A;A;
MF;1612;SIA;SZX;20220512180500;20220512205500;6;A;A;
MF;1128;SIA;SZX;20220512213500;20220513002500;A;A;A;
3U;4090;SIA;SZX;20220512201000;20220512231000;A;0;A;
3U;4092;SIA;SZX;20220512230500;20220513015500;9;A;4;
DZ;6258;NKG;SZX;20220512203500;20220512230500;1;0;5;
HO;5937;NKG;SZX;20220512164000;20220512190000;A;A;3;
CZ;5400;NKG;SZX;20220512164000;20220512190000;A;A;1;
CZ;3828;NKG;SZX;20220512180000;20220512202500;9;6;2;
CZ;9936;NKG;SZX;20220512203500;20220512230500;0;7;8;
HU;7256;NKG;SZX;20220512224000;20220513011500;4;8;A;
MU;2887;NKG;SZX;20220512142000;20220512164500;A;A;A;
MF;1642;NKG;SZX;20220512180000;20220512202500;4;4;A;
MF;1813;NKG;SZX;20220512164000;20220512190000;A;3;2;
CA;3748;NKG;SZX;20220512200000;20220512223000;A;9;8;
CA;3680;NKG;SZX;20220512165500;20220512193000;A;A;3;
CA;3364;NKG;SZX;20220512143500;20220512170500;3;2;4;
KY;9778;NKG;SZX;20220512200000;20220512223000;A;1;8;
KY;9844;NKG;SZX;20220512165500;20220512193000;3;A;4;
KY;9642;NKG;SZX;20220512143500;20220512170500;A;1;0;
TV;6515;NKG;SZX;20220512165500;20220512193000;6;A;A;
ZH;8982;NKG;SZX;20220512143500;20220512170500;A;0;5;
ZH;9844;NKG;SZX;20220512165500;20220512193000;0;A;9;
ZH;9848;NKG;SZX;20220512200000;20220512223000;0;9;A;
NS;6044;HGH;SZX;20220512173500;20220512194500;6;A;9;
CA;1735;HGH;SZX;20220512185000;20220512211000;6;8;5;
CA;3766;HGH;SZX;20220512183000;20220512205000;A;6;A;
CA;1733;HGH;SZX;20220512141000;20220512163000;3;A;1;
CA;3758;HGH;SZX;20220512170500;20220512192000;A;A;2;
CA;3756;HGH;SZX;20220512153000;20220512175000;A;1;5;
CA;3338;HGH;SZX;20220512194000;20220512215000;7;A;A;
HU;7394;HGH;SZX;20220512180500;20220512202000;1;2;A;
3U;4216;HGH;SZX;20220512153000;20220512175000;2;A;6;
3U;4218;HGH;SZX;20220512170500;20220512192000;A;A;A;
3U;4220;HGH;SZX;20220512183000;20220512205000;5;0;A;
3U;4222;HGH;SZX;20220512194000;20220512215000;A;A;9;
ZH;9882;HGH;SZX;20220512183000;20220512205000;A;0;A;
ZH;9884;HGH;SZX;20220512194000;20220512215000;9;A;A;
ZH;1735;HGH;SZX;20220512185000;20220512211000;A;5;A;
ZH;9880;HGH;SZX;20220512170500;20220512192000;7;A;A;
ZH;9878;HGH;SZX;20220512153000;20220512175000;A;A;9;
KY;9884;HGH;SZX;20220512194000;20220512215000;7;A;A;
KY;9882;HGH;SZX;20220512183000;20220512205000;A;7;4;
KY;9878;HGH;SZX;20220512153000;20220512175000;0;A;8;
KY;9880;HGH;SZX;20220512170500;20220512192000;A;A;3;
HO;5923;HGH;SZX;20220512135000;20220512161500;A;A;7;
HO;5987;HGH;SZX;20220512163000;20220512185000;A;A;A;
MF;1616;HGH;SZX;20220512135000;20220512161500;6;A;A;
MF;4570;HGH;SZX;20220512163000;20220512185000;0;5;A;
MF;1422;HGH;SZX;20220512205000;20220512225500;3;9;8;
MF;1414;HGH;SZX;20220512181000;20220512203500;3;A;A;
MF;4622;HGH;SZX;20220512215000;20220513000500;A;9;A;
MF;8044;HGH;SZX;20220512173500;20220512194500;A;A;0;
MF;4424;HGH;SZX;20220512145000;20220512170000;3;8;7;
GJ;3024;HGH;SZX;20220512173500;20220512194500;A;5;A;
CZ;4024;HGH;SZX;20220512173500;20220512194500;8;3;7;
CZ;3556;HGH;SZX;20220512181000;20220512203500;0;A;A;
CZ;3564;HGH;SZX;20220512205000;20220512225500;A;A;A;
CZ;3798;HGH;SZX;20220512135000;20220512161500;6;5;A;
CZ;8598;HGH;SZX;20220512163000;20220512185000;4;A;A;
CZ;8714;HGH;SZX;20220512215000;20220513000500;4;9;A;
CZ;6968;HGH;SZX;20220512145000;20220512170000;0;0;5;
Y8;7532;HGH;SZX;20220512210500;20220512231500;A;4;A;
CA;3560;CKG;SZX;20220512160000;20220512182500;3;A;4;
CA;3728;CKG;SZX;20220512201000;20220512222000;A;A;A;
CA;4343;CKG;SZX;20220512162000;20220512183500;3;A;8;
CA;3730;CKG;SZX;20220512225000;20220513005500;A;A;A;
GJ;3309;CKG;SZX;20220512191000;20220512213000;8;A;A;
HO;5891;CKG;SZX;20220512163500;20220512185500;A;9;A;
CZ;3456;CKG;SZX;20220512163500;20220512185500;A;7;A;
CZ;4309;CKG;SZX;20220512191000;20220512213000;9;8;0;
CZ;9635;CKG;SZX;20220512175000;20220512201000;A;9;A;
KY;9836;CKG;SZX;20220512160000;20220512182500;6;A;8;
KY;9430;CKG;SZX;20220512225000;20220513005500;7;A;6;
KY;9428;CKG;SZX;20220512201000;20220512222000;0;A;A;
ZH;9428;CKG;SZX;20220512201000;20220512222000;A;8;9;
ZH;3871;CKG;SZX;20220512175000;20220512201000;7;A;8;
ZH;9426;CKG;SZX;20220512160000;20220512182500;8;1;A;
ZH;9430;CKG;SZX;20220512225000;20220513005500;A;2;A;
3U;4132;CKG;SZX;20220512160000;20220512182500;9;A;A;
3U;1134;CKG;SZX;20220512163500;20220512185500;8;A;7;
3U;8785;CKG;SZX;20220512175000;20220512201000;A;A;A;
3U;4136;CKG;SZX;20220512225000;20220513005500;3;7;A;
3U;4134;CKG;SZX;20220512201000;20220512222000;4;A;A;
PN;6413;CKG;SZX;20220512200500;20220512222000;3;A;A;
HU;7258;CKG;SZX;20220512204500;20220512230500;A;5;A;
HU;7358;CKG;SZX;20220512164000;20220512185500;A;A;A;
HU;7158;CKG;SZX;20220512133000;20220512153000;A;A;8;
G5;9076;CKG;SZX;20220512225000;20220513005500;A;0;A;
G5;9074;CKG;SZX;20220512201000;20220512222000;A;3;1;
G5;9072;CKG;SZX;20220512160000;20220512182500;A;0;4;
MF;8389;CKG;SZX;20220512191000;20220512213000;A;A;A;
MF;1336;CKG;SZX;20220512163500;20220512185500;3;9;A;
TV;6587;CKG;SZX;20220512225000;20220513005500;9;2;2;
TV;6589;CKG;SZX;20220512201000;20220512222000;A;A;A;
TV;6591;CKG;SZX;20220512160000;20220512182500;6;5;A;
9C;6676;CKG;SZX;20220512220000;20220513001500;2;0;A;
HO;5889;CTU;SZX;20220512163000;20220512190000;A;A;8;
HO;5985;CTU;SZX;20220512135500;20220512161500;3;8;3;
HU;7276;CTU;SZX;20220512173000;20220512200500;0;3;9;
HU;7476;CTU;SZX;20220512203000;20220512225500;3;2;2;
3U;4118;CTU;SZX;20220512183000;20220512210500;A;A;A;
3U;4116;CTU;SZX;20220512153000;20220512181000;5;5;A;
3U;8705;CTU;SZX;20220512174000;20220512202000;A;7;A;
3U;5345;CTU;SZX;20220512153000;20220512180000;A;A;5;
3U;4120;CTU;SZX;20220512203000;20220512231500;A;A;6;
3U;4114;CTU;SZX;20220512133000;20220512160000;1;6;A;
3U;4112;CTU;SZX;20220512193000;20220512220000;A;A;A;
ZH;9412;CTU;SZX;20220512203000;20220512231500;A;3;A;
ZH;3861;CTU;SZX;20220512174000;20220512202000;9;A;7;
ZH;9408;CTU;SZX;20220512183000;20220512210500;A;2;A;
ZH;9406;CTU;SZX;20220512153000;20220512181000;A;A;A;
ZH;9404;CTU;SZX;20220512133000;20220512160000;3;A;A;
ZH;9402;CTU;SZX;20220512193000;20220512220000;A;A;3;
KY;9402;CTU;SZX;20220512193000;20220512220000;A;8;A;
KY;9404;CTU;SZX;20220512133000;20220512160000;A;A;A;
KY;9406;CTU;SZX;20220512153000;20220512181000;A;A;9;
KY;9412;CTU;SZX;20220512203000;20220512231500;1;2;A;
KY;9408;CTU;SZX;20220512183000;20220512210500;0;A;A;
CA;4325;CTU;SZX;20220512163000;20220512190500;A;6;A;
CA;4311;CTU;SZX;20220512143000;20220512171000;A;8;A;
CA;3702;CTU;SZX;20220512193000;20220512220000;6;9;A;
CA;3712;CTU;SZX;20220512203000;20220512231500;A;A;0;
CA;3708;CTU;SZX;20220512183000;20220512210500;6;3;A;
CA;3706;CTU;SZX;20220512153000;20220512181000;A;A;8;
CZ;2217;CTU;SZX;20220512140500;20220512183000;A;A;A;
CZ;9605;CTU;SZX;20220512174000;20220512202000;A;4;A;
CZ;3434;CTU;SZX;20220512215000;20220513001000;3;0;A;
CZ;8478;CTU;SZX;20220512135500;20220512161500;A;7;A;
CZ;8482;CTU;SZX;20220512182000;20220512210000;2;A;A;
CZ;3454;CTU;SZX;20220512163000;20220512190000;A;A;A;
MF;1334;CTU;SZX;20220512163000;20220512190000;1;A;9;
MF;4516;CTU;SZX;20220512182000;20220512210000;A;3;A;
MF;1318;CTU;SZX;20220512215000;20220513001000;A;6;A;
MF;4514;CTU;SZX;20220512135500;20220512161500;A;A;A;
EU;1833;CTU;SZX;20220512140500;20220512183000;A;A;1;
MU;6371;CTU;SZX;20220512153000;20220512180000;1;A;A;
9C;7144;CTU;SZX;20220512223000;20220513011500;5;A;8;
MF;1332;KMG;SZX;20220512171000;20220512193000;4;A;7;
MF;4388;KMG;SZX;20220512222500;20220513003500;6;3;A;
MF;4662;KMG;SZX;20220512184500;20220512205500;9;1;3;
MU;5757;KMG;SZX;20220512142500;20220512163500;A;8;A;
CZ;8820;KMG;SZX;20220512184500;20220512205500;A;A;A;
CZ;3452;KMG;SZX;20220512171000;20220512193000;A;6;7;
CZ;6924;KMG;SZX;20220512222500;20220513003500;8;0;7;
3U;5183;KMG;SZX;20220512142500;20220512163500;A;A;4;
3U;4148;KMG;SZX;20220512144500;20220512165000;A;7;A;
3U;4152;KMG;SZX;20220512191500;20220512213000;7;7;A;
3U;4150;KMG;SZX;20220512174500;20220512200500;A;A;3;
8L;9979;KMG;SZX;20220512161000;20220512183000;A;7;7;
CA;3662;KMG;SZX;20220512191500;20220512213000;A;A;7;
CA;3642;KMG;SZX;20220512144500;20220512165000;A;A;8;
CA;3660;KMG;SZX;20220512174500;20220512200500;8;A;A;
ZH;9456;KMG;SZX;20220512174500;20220512200500;A;2;A;
ZH;9458;KMG;SZX;20220512191500;20220512213000;7;0;9;
ZH;9454;KMG;SZX;20220512144500;20220512165000;A;A;0;
CZ;3667;KWE;SZX;20220512134000;20220512151500;6;8;6;
CZ;3436;KWE;SZX;20220512145000;20220512163500;A;A;A;
MF;1320;KWE;SZX;20220512145000;20220512163500;3;9;6;
MF;1505;KWE;SZX;20220512134000;20220512151500;4;0;1;
Y8;7536;KWE;SZX;20220512220500;20220512235000;5;A;5;
HU;7774;KWE;SZX;20220512201000;20220512220000;3;A;A;
MF;4608;SYX;SZX;20220512174500;20220512192000;0;A;7;
KY;9324;SYX;SZX;20220512173000;20220512191500;1;A;A;
KY;9576;SYX;SZX;20220512185500;20220512203500;A;A;5;
KY;9322;SYX;SZX;20220512220500;20220512233500;3;0;5;
CA;3444;SYX;SZX;20220512220500;20220512233500;3;A;0;
CA;3666;SYX;SZX;20220512185500;20220512203500;0;4;4;
CA;3386;SYX;SZX;20220512173000;20220512191500;A;A;A;
ZH;9324;SYX;SZX;20220512173000;20220512191500;A;7;1;
ZH;9326;SYX;SZX;20220512185500;20220512203500;5;A;2;
ZH;9322;SYX;SZX;20220512220500;20220512233500;5;A;A;
HO;5190;SYX;SZX;20220512173000;20220512191500;4;2;9;
CZ;6498;SYX;SZX;20220512231500;20220513005000;A;A;2;
CZ;8698;SYX;SZX;20220512174500;20220512192000;A;A;4;
CZ;5784;SYX;SZX;20220512151000;20220512165000;A;A;A;
HU;7749;SYX;SZX;20220512233500;20220513012000;3;A;A;
CZ;8605;HAK;SZX;20220512210500;20220512222500;A;4;2;
CA;3426;HAK;SZX;20220512233500;20220513005000;6;A;9;
KY;9312;HAK;SZX;20220512233500;20220513005000;A;A;A;
HU;6013;HAK;SZX;20220512224000;20220512235000;A;5;4;
HU;7023;HAK;SZX;20220512215000;20220512231000;2;A;A;
HU;7025;HAK;SZX;20220512164000;20220512175500;4;5;A;
ZH;9312;HAK;SZX;20220512233500;20220513005000;1;A;9;
ZH;9318;HAK;SZX;20220512223000;20220512234000;A;1;2;
3U;1296;URC;SZX;20220512171000;20220513002500;4;A;1;
MF;1712;URC;SZX;20220512171000;20220513002500;A;4;5;
CZ;3912;URC;SZX;20220512171000;20220513002500;8;8;A;
KY;9238;LHW;SZX;20220512140000;20220512171000;A;6;5;
ZH;9238;LHW;SZX;20220512140000;20220512171000;A;A;3;
CZ;8486;LHW;SZX;20220512205500;20220513001000;A;3;0;
MF;4520;LHW;SZX;20220512205500;20220513001000;4;A;6;
9C;8528;LHW;SZX;20220512194000;20220513003500;A;A;1;
CZ;8718;INC;SZX;20220512164000;20220512215500;7;0;3;
MF;4624;INC;SZX;20220512164000;20220512215500;3;A;0;
ZH;9605;SZX;SHE;20220512145000;20220512185500;A;A;A;
DZ;6456;SZX;SHE;20220512172500;20220512212000;7;5;1;
KY;9605;SZX;SHE;20220512145000;20220512185500;6;8;5;
CA;3627;SZX;SHE;20220512145000;20220512185500;1;4;A;
CZ;6310;SZX;SHE;20220512172500;20220512212000;A;4;A;
MF;2014;SZX;SHE;20220512192000;20220512231500;8;2;A;
MF;4008;SZX;SHE;20220512172500;20220512212000;1;A;A;
RY;6656;SZX;SHE;20220512192000;20220512231500;5;9;A;
HO;5957;SZX;SHE;20220512172500;20220512212000;9;3;A;
RY;8972;TAO;SHE;20220512221000;20220512234500;6;0;A;
MF;2068;TAO;SHE;20220512221000;20220512234500;A;A;A;
SC;2284;XMN;SHE;20220512185500;20220513000500;A;9;A;
CA;4098;XMN;SHE;20220512185500;20220513000500;A;A;A;
CZ;6408;CSX;SHE;20220512134500;20220512165000;A;1;A;
CZ;6582;NKG;SHE;20220512202000;20220512222500;2;A;A;
MF;4114;NKG;SHE;20220512202000;20220512222500;2;0;A;
MF;8077;NKG;SHE;20220512162000;20220512182500;1;A;1;
MF;8059;HGH;SHE;20220512145500;20220512175000;3;A;A;
CZ;4039;HGH;SHE;20220512145500;20220512175000;A;A;6;
CZ;6288;HGH;SHE;20220512190500;20220512220000;9;0;A;
GJ;3039;HGH;SHE;20220512145500;20220512175000;A;A;1;
NS;6059;HGH;SHE;20220512145500;20220512175000;A;A;A;
9C;8919;HGH;SHE;20220512211000;20220513000500;1;A;8;
EU;2209;CTU;SHE;20220512160500;20220512213000;A;A;A;
CZ;6402;CTU;SHE;20220512135000;20220512165000;0;0;4;
CZ;2301;CTU;SHE;20220512160500;20220512213000;3;6;9;
TV;7233;CTU;SHE;20220512160500;20220512213000;5;6;A;
CZ;4602;SYX;SHE;20220512143500;20220512222000;7;9;5;
MF;8846;SYX;SHE;20220512143500;20220512222000;9;7;1;
MU;4890;SYX;SHE;20220512143500;20220512222000;A;A;3;
NS;8846;SYX;SHE;20220512143500;20220512222000;A;A;A;
3U;2396;SYX;SHE;20220512143500;20220512222000;0;A;A;
GJ;3602;SYX;SHE;20220512143500;20220512222000;A;A;A;
G5;9096;HAK;SHE;20220512170000;20220512231500;A;6;6;
SC;9728;HAK;SHE;20220512170000;20220512231500;4;A;4;
TV;7282;HAK;SHE;20220512161000;20220512220500;A;8;A;
CZ;2416;HAK;SHE;20220512161000;20220512220500;6;A;A;
EU;2766;HAK;SHE;20220512161000;20220512220500;A;A;5;
CA;3534;HAK;SHE;20220512170000;20220512231500;0;1;8;
ZH;9728;HAK;SHE;20220512170000;20220512231500;A;6;A;
CZ;6492;URC;SHE;20220512171500;20220512235000;A;0;A;
MF;4086;URC;SHE;20220512171500;20220512235000;A;1;6;
CZ;6492;LHW;SHE;20220512211000;20220512235000;A;8;A;
MF;4086;LHW;SHE;20220512211000;20220512235000;3;8;A;
9C;8554;LHW;SHE;20220512161500;20220512185500;1;0;A;
MU;6383;INC;SHE;20220512145000;20220512172000;A;6;A;
CA;3795;CAN;TAO;20220512155000;20220512185500;A;A;A;
SC;9995;CAN;TAO;20220512155000;20220512185500;A;A;A;
TV;6404;CAN;TAO;20220512155000;20220512185500;A;A;8;
ZH;9995;CAN;TAO;20220512155000;20220512185500;3;A;A;
TV;6794;SZX;TAO;20220512195000;20220512230500;9;0;A;
MU;5244;SZX;TAO;20220512175500;20220512225000;A;A;A;
SC;9915;SZX;TAO;20220512152500;20220512185000;A;A;9;
SC;9917;SZX;TAO;20220512150500;20220512182500;A;4;7;
SC;4682;SZX;TAO;20220512195000;20220512230500;A;0;A;
ZH;9915;SZX;TAO;20220512152500;20220512185000;2;A;6;
ZH;2617;SZX;TAO;20220512195000;20220512230500;A;6;2;
ZH;9917;SZX;TAO;20220512150500;20220512182500;2;3;A;
KY;9915;SZX;TAO;20220512152500;20220512185000;9;2;A;
KY;9917;SZX;TAO;20220512150500;20220512182500;A;8;A;
CA;3335;SZX;TAO;20220512152500;20220512185000;5;A;A;
CA;4682;SZX;TAO;20220512195000;20220512230500;2;A;3;
CA;3797;SZX;TAO;20220512150500;20220512182500;A;7;0;
TV;6817;SHE;TAO;20220512143000;20220512160500;A;A;4;
MF;2067;SHE;TAO;20220512193000;20220512211000;2;0;7;
SC;4839;SHE;TAO;20220512143000;20220512160500;7;A;1;
RY;8971;SHE;TAO;20220512193000;20220512211000;1;A;4;
CA;4839;SHE;TAO;20220512143000;20220512160500;9;A;3;
ZH;2689;SHE;TAO;20220512143000;20220512160500;A;3;4;
CA;8734;WUH;TAO;20220512144500;20220512170500;A;A;5;
Y8;7584;WUH;TAO;20220512190000;20220512212000;8;A;1;
MU;5480;WUH;TAO;20220512233500;20220513014500;A;5;8;
CZ;8743;WUH;TAO;20220512162500;20220512183000;9;A;3;
SC;8734;WUH;TAO;20220512144500;20220512170500;A;A;9;
HU;7387;WUH;TAO;20220512143000;20220512164000;9;7;4;
SC;8750;XMN;TAO;20220512153000;20220512180500;A;3;A;
GJ;3435;XMN;TAO;20220512165000;20220512193500;3;6;A;
MF;8527;XMN;TAO;20220512165000;20220512193500;A;1;4;
CA;8750;XMN;TAO;20220512153000;20220512180500;7;0;6;
CZ;4435;XMN;TAO;20220512165000;20220512193500;9;A;A;
CA;8820;SIA;TAO;20220512144500;20220512170000;7;5;A;
CA;4734;SIA;TAO;20220512221000;20220513002500;A;A;9;
MU;9047;SIA;TAO;20220512141500;20220512163000;A;4;3;
SC;8820;SIA;TAO;20220512144500;20220512170000;A;2;A;
SC;4734;SIA;TAO;20220512221000;20220513002500;7;A;A;
TV;6800;SIA;TAO;20220512221000;20220513002500;0;A;4;
NS;8310;CSX;TAO;20220512212000;20220512234500;8;2;A;
CZ;4240;CSX;TAO;20220512212000;20220512234500;A;A;A;
MU;6408;CSX;TAO;20220512204000;20220512231500;A;7;8;
MF;8310;CSX;TAO;20220512212000;20220512234500;A;2;3;
GJ;3240;CSX;TAO;20220512212000;20220512234500;A;A;0;
ZH;2661;HGH;TAO;20220512141000;20220512160500;A;A;7;
CA;4772;HGH;TAO;20220512141000;20220512160500;A;8;8;
SC;4772;HGH;TAO;20220512141000;20220512160500;2;A;0;
MU;2382;HGH;TAO;20220512200500;20220512215500;A;3;5;
CA;4834;CKG;TAO;20220512152500;20220512180000;4;A;0;
CZ;9477;CKG;TAO;20220512193000;20220512221000;A;A;2;
G5;8687;CKG;TAO;20220512193000;20220512221000;A;3;1;
SC;4834;CKG;TAO;20220512152500;20220512180000;A;2;4;
TV;6812;CKG;TAO;20220512152500;20220512180000;9;A;A;
